Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,DEL 1,DEL 2,DEL 3,DEL 4,DEL 5,DEL 6,DEL 7,DEL 8,CBR 1,CBR 2,CBR 3,CBR 4,CBR 5,CBR 6,CBR 7,CBR 8,PHA 1,PHA 2,PHA 3,PHA 4,PHA 5,PHA 6,PHA 7,PHA 8,LAU 1,LAU 2,LAU 3,LAU 4,LAU 5,LAU 6,LAU 7,LAU 8,JJO 1,JJO 2,JJO 3,JJO 4,JJO 5,JJO 6,JJO 7,JJO 8,Notes,Added Time,Referrer Name,Task Owner
06/24/2026 10:24 AM,Pearl Hart,Sunny,80,0,623,Affiliative - Contact sit,Janis Joplin,0,28,Affiliative - Mutual grooming,Janis Joplin,28,50,Stress-Related - Self-groom,,50,100,Affiliative - Give grooming,Janis Joplin,115,136,Stress-Related - Self-groom,,229,246,Affiliative - Give grooming,Janis Joplin,257,430,Stress-Related - Vigilance,,522,545,Stress-Related - Vigilance,,545,553,Stress-Related - Self-groom,,558,623,Affiliative - Give grooming,Janis Joplin,710,725,Stress-Related - Self-groom,,733,748,Stress-Related - Self-groom,,748,801,Stress-Related - Vigilance,,804,810,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Other,Social,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/24/2026 12:10:22,,methall@wisc.edu
06/24/2026 10:08 AM,Janis Joplin,Sunny,80,7,14,Stress-Related - Self-groom,,22,144,Stress-Related - Self-groom,,155,202,Stress-Related - Self-groom,,202,210,Stress-Related - Vigilance,,236,256,Stress-Related - Self-groom,,300,333,Stress-Related - Self-groom,,344,1025,Affiliative - Contact sit,Laurel,637,641,Stress-Related - Vigilance,,1027,1308,Affiliative - Contact sit,Charlie Brown,1027,1148,Affiliative - Mutual grooming,Charlie Brown,1148,1210,Affiliative - Give grooming,Charlie Brown,1210,1221,Affiliative - Mutual grooming,Charlie Brown,1221,1259,Affiliative - Give grooming,Charlie Brown,1320,1500,Affiliative - Contact sit,Pearl Hart,1325,1340,Affiliative - Mutual grooming,Pearl Hart,1345,1357,Affiliative - Receive grooming,Pearl Hart,1357,1404,Affiliative - Give grooming,Pearl Hart,1416,1428,Affiliative - Mutual grooming,Pearl Hart,1428,1435,Affiliative - Receive grooming,Pearl Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Rest,Rest,Rest,Rest,Social,Social,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Body contact,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Body contact,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Over 5 m,,,,,,,,,,06/24/2026 12:10:19,,methall@wisc.edu
06/16/2026 02:13 PM,Delilah,Cloudy,85,24,29,Stress-Related - Vigilance,,103,106,Affiliative - Mutual grooming,Janis Joplin,158,209,Stress-Related - Vigilance,,224,232,Stress-Related - Self-groom,,232,238,Stress-Related - Self-scratch,,238,303,Stress-Related - Self-groom,,325,335,Stress-Related - Self-groom,,639,648,Stress-Related - Self-groom,,841,855,Stress-Related - Vigilance,,926,1015,Stress-Related - Vigilance,,1139,1145,Stress-Related - Vigilance,,1213,1224,Stress-Related - Self-groom,,1326,1331,Stress-Related - Vigilance,,1346,1350,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Other,Other,Other,Other,Other,Locomotion,,,,,,,,,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,2-5 m,,06/17/2026 14:40:37,,methall@wisc.edu
06/16/2026 01:20 PM,Laurel,Cloudy,85,0,155,Affiliative - Contact sit,Charlie Brown,0,100,Affiliative - Mutual grooming,Charlie Brown,105,155,Affiliative - Contact sit,Janis Joplin,108,117,Affiliative - Mutual grooming,Janis Joplin,128,153,Affiliative - Receive grooming,Charlie Brown,623,649,Stress-Related - Vigilance,,711,715,Stress-Related - Self-scratch,,715,726,Stress-Related - Self-groom,,1004,1011,Stress-Related - Self-groom,,1057,1100,Stress-Related - Head throw-back,,1100,1328,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Locomotion,Other,Other,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/17/2026 14:40:16,,methall@wisc.edu
06/16/2026 10:50 AM,Laurel,Sunny,87,0,217,Affiliative - Give grooming,Charlie Brown,238,328,Affiliative - Mutual grooming,Charlie Brown,235,450,Affiliative - Contact sit,Charlie Brown,342,407,Affiliative - Mutual grooming,Charlie Brown,407,430,Affiliative - Give grooming,Charlie Brown,430,450,Affiliative - Receive grooming,Charlie Brown,450,535,Affiliative - Contact sit,Pearl Hart,452,535,Affiliative - Mutual grooming,Pearl Hart,551,602,Stress-Related - Self-groom,,633,639,Stress-Related - Self-groom,,639,646,Stress-Related - Self-scratch,,652,702,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Social,Other,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/17/2026 14:39:58,,methall@wisc.edu
06/16/2026 10:36 AM,Delilah,Sunny,87,0,38,Stress-Related - Self-groom,,39,103,Stress-Related - Vigilance,,106,116,Stress-Related - Self-groom,,122,146,Stress-Related - Self-groom,,153,205,Stress-Related - Self-groom,,205,224,Stress-Related - Vigilance,,347,349,Affiliative - Greet,Laurel,433,502,Stress-Related - Vigilance,,521,535,Stress-Related - Vigilance,,635,647,Stress-Related - Vigilance,,738,830,Stress-Related - Self-groom,,830,834,Stress-Related - Self-scratch,,1026,1052,Stress-Related - Self-groom,,1102,1109,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Locomotion,Other,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,,06/17/2026 14:39:29,,methall@wisc.edu
06/16/2026 10:18 AM,Pearl Hart,Sunny,87,0,342,Affiliative - Contact sit,Charlie Brown,0,110,Affiliative - Give grooming,Charlie Brown,110,227,Affiliative - Receive grooming,Charlie Brown,227,342,Affiliative - Mutual grooming,Charlie Brown,348,407,Stress-Related - Self-groom,,407,417,Stress-Related - Vigilance,,417,429,Stress-Related - Self-groom,,450,505,Stress-Related - Self-groom,,551,829,Stress-Related - Vigilance,,833,837,Stress-Related - Self-scratch,,837,845,Stress-Related - Self-groom,,845,922,Stress-Related - Vigilance,,946,958,Stress-Related - Vigilance,,958,1021,Stress-Related - Self-groom,,1054,1057,Stress-Related - Self-groom,,1111,1125,Stress-Related - Self-groom,,1434,1454,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Other,Other,Other,Other,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Less than 2 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/17/2026 14:39:18,,methall@wisc.edu
06/16/2026 10:03 AM,Janis Joplin,Sunny,87,0,434,Affiliative - Contact sit,Pearl Hart,410,427,Stress-Related - Self-groom,,444,502,Stress-Related - Vigilance,,638,1115,Affiliative - Contact sit,Pearl Hart,640,717,Stress-Related - Vigilance,,817,835,Affiliative - Give grooming,Pearl Hart,842,917,Affiliative - Receive grooming,Pearl Hart,1025,1054,Stress-Related - Vigilance,,1132,1140,Stress-Related - Self-groom,,1149,1303,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Less than 2 m,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/17/2026 14:39:03,,methall@wisc.edu
06/15/2026 11:42 AM,Janis Joplin,Sunny,82,452,512,Stress-Related - Vigilance,,512,530,Stress-Related - Self-groom,,543,610,Stress-Related - Vigilance,,1015,1022,Stress-Related - Vigilance,,1352,1357,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/15/2026 12:04:58,,methall@wisc.edu
06/15/2026 11:27 AM,Laurel,Sunny,82,0,320,Affiliative - Contact sit,Charlie Brown,0,202,Affiliative - Mutual grooming,Charlie Brown,239,246,Affiliative - Mutual grooming,,250,313,Stress-Related - Vigilance,,413,427,Affiliative - Contact sit,Delilah,417,427,Affiliative - Give grooming,Delilah,427,429,Submission - Be displaced,Pearl Hart,530,549,Stress-Related - Vigilance,,1245,1310,Stress-Related - Vigilance,,1310,1315,Stress-Related - Self-groom,,1315,1325,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/15/2026 12:04:56,,methall@wisc.edu
06/15/2026 11:15 AM,Pearl Hart,Sunny,82,0,1352,Affiliative - Contact sit,Laurel,21,225,Affiliative - Give grooming,Laurel,420,428,Stress-Related - Self-groom,,901,940,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/15/2026 12:04:55,,methall@wisc.edu
06/15/2026 11:09 AM,Delilah,Sunny,81,44,49,Stress-Related - Self-scratch,,49,58,Stress-Related - Vigilance,,58,107,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/15/2026 12:04:53,,methall@wisc.edu
06/15/2026 10:56 AM,Janis Joplin,Sunny,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/15/2026 12:04:51,,methall@wisc.edu
06/15/2026 10:47 AM,Laurel,Sunny,80,745,752,Stress-Related - Vigilance,,809,820,Stress-Related - Vigilance,,838,857,Stress-Related - Vigilance,,902,927,Affiliative - Contact sit,Delilah,904,925,Affiliative - Give grooming,Delilah,925,928,Submission - Be displaced,Janis Joplin,1002,1025,Stress-Related - Self-groom,,1047,1053,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,,06/15/2026 12:04:48,,methall@wisc.edu
06/15/2026 10:37 AM,Pearl Hart,Sunny,80,851,946,Stress-Related - Self-groom,,1011,1254,Affiliative - Contact sit,Janis Joplin,1013,1054,Affiliative - Give grooming,Janis Joplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,,06/15/2026 12:04:46,,methall@wisc.edu
06/15/2026 10:22 AM,Delilah,Sunny,80,0,156,Affiliative - Contact sit,Laurel,0,145,Affiliative - Give grooming,Laurel,226,235,Stress-Related - Self-groom,,235,247,Stress-Related - Vigilance,,338,614,Stress-Related - Self-groom,,657,906,Stress-Related - Self-groom,,1324,1357,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Other,Other,Other,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/15/2026 12:04:43,,methall@wisc.edu
06/11/2026 01:36 PM,Laurel,Sunny,94,0,147,Affiliative - Contact sit,Pearl Hart,204,251,Affiliative - Contact sit,Pearl Hart,257,333,Stress-Related - Vigilance,,620,744,Affiliative - Mutual grooming,Janis Joplin,620,754,Affiliative - Contact sit,Janis Joplin,646,754,Affiliative - Contact sit,Pearl Hart,755,813,Affiliative - Contact sit,Delilah,900,1044,Stress-Related - Vigilance,,1122,1148,Stress-Related - Vigilance,,1317,1350,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Locomotion,Locomotion,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,Over 5 m,,06/11/2026 14:26:51,,methall@wisc.edu
06/11/2026 11:53 AM,Delilah,Sunny,89,43,238,Affiliative - Contact sit,Laurel,45,208,Affiliative - Give grooming,Laurel,339,342,Stress-Related - Self-scratch,,356,455,Affiliative - Contact sit,Charlie Brown,404,446,Affiliative - Mutual grooming,Charlie Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/11/2026 12:19:28,,methall@wisc.edu
06/11/2026 11:42 AM,Pearl Hart,Sunny,89,0,221,Affiliative - Contact sit,Charlie Brown,0,50,Affiliative - Mutual grooming,Charlie Brown,50,117,Affiliative - Receive grooming,Charlie Brown,117,138,Affiliative - Mutual grooming,Charlie Brown,144,150,Affiliative - Receive grooming,Charlie Brown,228,238,Stress-Related - Self-groom,,252,344,Stress-Related - Self-groom,,344,358,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/11/2026 12:19:27,,methall@wisc.edu
06/11/2026 11:28 AM,Laurel,Sunny,89,122,130,Stress-Related - Self-groom,,146,151,Stress-Related - Self-groom,,237,246,Stress-Related - Self-groom,,250,310,Affiliative - Give grooming,Delilah,310,325,Affiliative - Contact sit,Delilah,311,325,Affiliative - Mutual grooming,Delilah,325,327,Submission - Be displaced,Janis Joplin,327,406,Affiliative - Give grooming,Charlie Brown,753,756,Stress-Related - Self-groom,,756,820,Stress-Related - Vigilance,,820,826,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Rest,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,,,,,,,,,Over 5 m,Over 5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,06/11/2026 12:19:25,,methall@wisc.edu
06/11/2026 10:55 AM,Janis Joplin,Sunny,89,30,150,Stress-Related - Vigilance,,408,248,Stress-Related - Vigilance,,441,556,Affiliative - Contact sit,Delilah,448,554,Affiliative - Mutual grooming,Delilah,607,612,Stress-Related - Self-groom,,620,646,Affiliative - Contact sit,Delilah,634,646,Affiliative - Mutual grooming,Delilah,906,1133,Affiliative - Contact sit,Charlie Brown,908,953,Affiliative - Mutual grooming,Charlie Brown,953,1053,Affiliative - Give grooming,Charlie Brown,1053,1059,Stress-Related - Self-groom,,1059,1122,Affiliative - Mutual grooming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Rest,Social,Rest,Rest,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/11/2026 12:19:24,,methall@wisc.edu
